timestamp,temp_t-1,humidity_t-1,wind_speed_t-1,pressure_t-1,temp_t-2,humidity_t-2,wind_speed_t-2,pressure_t-2,temp_t-3,humidity_t-3,wind_speed_t-3,pressure_t-3,temp_t-4,humidity_t-4,wind_speed_t-4,pressure_t-4,temp_t-5,humidity_t-5,wind_speed_t-5,pressure_t-5,temp_t-6,humidity_t-6,wind_speed_t-6,pressure_t-6,hour,day_of_week,target_temp_t+1
2024-09-01 06:00:00,24.5,98.0,4.0,1000.8,24.7,97.0,5.2,1000.7,24.8,96.0,5.4,1000.8,25.0,93.0,6.3,1000.6,25.5,90.0,5.9,1001.1,25.4,91.0,6.6,1001.5,6,6,26.0
2024-09-01 07:00:00,25.0,97.0,3.4,1000.8,24.5,98.0,4.0,1000.8,24.7,97.0,5.2,1000.7,24.8,96.0,5.4,1000.8,25.0,93.0,6.3,1000.6,25.5,90.0,5.9,1001.1,7,6,27.5
2024-09-01 08:00:00,26.0,94.0,5.4,1001.3,25.0,97.0,3.4,1000.8,24.5,98.0,4.0,1000.8,24.7,97.0,5.2,1000.7,24.8,96.0,5.4,1000.8,25.0,93.0,6.3,1000.6,8,6,29.0
2024-09-01 09:00:00,27.5,87.0,8.0,1001.8,26.0,94.0,5.4,1001.3,25.0,97.0,3.4,1000.8,24.5,98.0,4.0,1000.8,24.7,97.0,5.2,1000.7,24.8,96.0,5.4,1000.8,9,6,30.1
2024-09-01 10:00:00,29.0,79.0,10.0,1002.2,27.5,87.0,8.0,1001.8,26.0,94.0,5.4,1001.3,25.0,97.0,3.4,1000.8,24.5,98.0,4.0,1000.8,24.7,97.0,5.2,1000.7,10,6,31.0
2024-09-01 11:00:00,30.1,71.0,8.8,1002.3,29.0,79.0,10.0,1002.2,27.5,87.0,8.0,1001.8,26.0,94.0,5.4,1001.3,25.0,97.0,3.4,1000.8,24.5,98.0,4.0,1000.8,11,6,31.4
2024-09-01 12:00:00,31.0,67.0,8.3,1001.9,30.1,71.0,8.8,1002.3,29.0,79.0,10.0,1002.2,27.5,87.0,8.0,1001.8,26.0,94.0,5.4,1001.3,25.0,97.0,3.4,1000.8,12,6,31.8
2024-09-01 13:00:00,31.4,64.0,7.7,1001.0,31.0,67.0,8.3,1001.9,30.1,71.0,8.8,1002.3,29.0,79.0,10.0,1002.2,27.5,87.0,8.0,1001.8,26.0,94.0,5.4,1001.3,13,6,32.2
2024-09-01 14:00:00,31.8,62.0,9.3,999.7,31.4,64.0,7.7,1001.0,31.0,67.0,8.3,1001.9,30.1,71.0,8.8,1002.3,29.0,79.0,10.0,1002.2,27.5,87.0,8.0,1001.8,14,6,32.0
2024-09-01 15:00:00,32.2,60.0,11.2,998.4,31.8,62.0,9.3,999.7,31.4,64.0,7.7,1001.0,31.0,67.0,8.3,1001.9,30.1,71.0,8.8,1002.3,29.0,79.0,10.0,1002.2,15,6,31.4
2024-09-01 16:00:00,32.0,61.0,12.2,998.0,32.2,60.0,11.2,998.4,31.8,62.0,9.3,999.7,31.4,64.0,7.7,1001.0,31.0,67.0,8.3,1001.9,30.1,71.0,8.8,1002.3,16,6,30.8
2024-09-01 17:00:00,31.4,64.0,11.2,997.9,32.0,61.0,12.2,998.0,32.2,60.0,11.2,998.4,31.8,62.0,9.3,999.7,31.4,64.0,7.7,1001.0,31.0,67.0,8.3,1001.9,17,6,29.9
2024-09-01 18:00:00,30.8,68.0,10.5,998.1,31.4,64.0,11.2,997.9,32.0,61.0,12.2,998.0,32.2,60.0,11.2,998.4,31.8,62.0,9.3,999.7,31.4,64.0,7.7,1001.0,18,6,28.8
2024-09-01 19:00:00,29.9,73.0,6.6,999.0,30.8,68.0,10.5,998.1,31.4,64.0,11.2,997.9,32.0,61.0,12.2,998.0,32.2,60.0,11.2,998.4,31.8,62.0,9.3,999.7,19,6,28.5
2024-09-01 20:00:00,28.8,76.0,6.0,999.5,29.9,73.0,6.6,999.0,30.8,68.0,10.5,998.1,31.4,64.0,11.2,997.9,32.0,61.0,12.2,998.0,32.2,60.0,11.2,998.4,20,6,28.1
2024-09-01 21:00:00,28.5,76.0,7.1,999.7,28.8,76.0,6.0,999.5,29.9,73.0,6.6,999.0,30.8,68.0,10.5,998.1,31.4,64.0,11.2,997.9,32.0,61.0,12.2,998.0,21,6,28.0
2024-09-01 22:00:00,28.1,78.0,7.4,1000.5,28.5,76.0,7.1,999.7,28.8,76.0,6.0,999.5,29.9,73.0,6.6,999.0,30.8,68.0,10.5,998.1,31.4,64.0,11.2,997.9,22,6,27.7
2024-09-01 23:00:00,28.0,78.0,7.9,1000.7,28.1,78.0,7.4,1000.5,28.5,76.0,7.1,999.7,28.8,76.0,6.0,999.5,29.9,73.0,6.6,999.0,30.8,68.0,10.5,998.1,23,6,27.3
2024-09-02 00:00:00,27.7,77.0,7.9,1000.0,28.0,78.0,7.9,1000.7,28.1,78.0,7.4,1000.5,28.5,76.0,7.1,999.7,28.8,76.0,6.0,999.5,29.9,73.0,6.6,999.0,0,0,27.0
2024-09-02 01:00:00,27.3,79.0,6.9,1000.0,27.7,77.0,7.9,1000.0,28.0,78.0,7.9,1000.7,28.1,78.0,7.4,1000.5,28.5,76.0,7.1,999.7,28.8,76.0,6.0,999.5,1,0,26.7
2024-09-02 02:00:00,27.0,81.0,7.3,999.8,27.3,79.0,6.9,1000.0,27.7,77.0,7.9,1000.0,28.0,78.0,7.9,1000.7,28.1,78.0,7.4,1000.5,28.5,76.0,7.1,999.7,2,0,26.2
2024-09-02 03:00:00,26.7,83.0,10.9,999.2,27.0,81.0,7.3,999.8,27.3,79.0,6.9,1000.0,27.7,77.0,7.9,1000.0,28.0,78.0,7.9,1000.7,28.1,78.0,7.4,1000.5,3,0,26.0
2024-09-02 04:00:00,26.2,87.0,11.5,999.2,26.7,83.0,10.9,999.2,27.0,81.0,7.3,999.8,27.3,79.0,6.9,1000.0,27.7,77.0,7.9,1000.0,28.0,78.0,7.9,1000.7,4,0,25.9
2024-09-02 05:00:00,26.0,89.0,12.7,999.1,26.2,87.0,11.5,999.2,26.7,83.0,10.9,999.2,27.0,81.0,7.3,999.8,27.3,79.0,6.9,1000.0,27.7,77.0,7.9,1000.0,5,0,26.0
2024-09-02 06:00:00,25.9,89.0,12.2,999.3,26.0,89.0,12.7,999.1,26.2,87.0,11.5,999.2,26.7,83.0,10.9,999.2,27.0,81.0,7.3,999.8,27.3,79.0,6.9,1000.0,6,0,26.4
2024-09-02 07:00:00,26.0,90.0,13.1,999.4,25.9,89.0,12.2,999.3,26.0,89.0,12.7,999.1,26.2,87.0,11.5,999.2,26.7,83.0,10.9,999.2,27.0,81.0,7.3,999.8,7,0,27.1
2024-09-02 08:00:00,26.4,90.0,11.2,999.8,26.0,90.0,13.1,999.4,25.9,89.0,12.2,999.3,26.0,89.0,12.7,999.1,26.2,87.0,11.5,999.2,26.7,83.0,10.9,999.2,8,0,27.8
2024-09-02 09:00:00,27.1,86.0,14.4,1000.8,26.4,90.0,11.2,999.8,26.0,90.0,13.1,999.4,25.9,89.0,12.2,999.3,26.0,89.0,12.7,999.1,26.2,87.0,11.5,999.2,9,0,28.1
2024-09-02 10:00:00,27.8,83.0,15.4,1001.3,27.1,86.0,14.4,1000.8,26.4,90.0,11.2,999.8,26.0,90.0,13.1,999.4,25.9,89.0,12.2,999.3,26.0,89.0,12.7,999.1,10,0,28.4
2024-09-02 11:00:00,28.1,82.0,11.7,1001.5,27.8,83.0,15.4,1001.3,27.1,86.0,14.4,1000.8,26.4,90.0,11.2,999.8,26.0,90.0,13.1,999.4,25.9,89.0,12.2,999.3,11,0,29.0
2024-09-02 12:00:00,28.4,81.0,11.5,1000.9,28.1,82.0,11.7,1001.5,27.8,83.0,15.4,1001.3,27.1,86.0,14.4,1000.8,26.4,90.0,11.2,999.8,26.0,90.0,13.1,999.4,12,0,30.1
2024-09-02 13:00:00,29.0,81.0,11.5,1000.0,28.4,81.0,11.5,1000.9,28.1,82.0,11.7,1001.5,27.8,83.0,15.4,1001.3,27.1,86.0,14.4,1000.8,26.4,90.0,11.2,999.8,13,0,30.2
2024-09-02 14:00:00,30.1,76.0,12.5,998.6,29.0,81.0,11.5,1000.0,28.4,81.0,11.5,1000.9,28.1,82.0,11.7,1001.5,27.8,83.0,15.4,1001.3,27.1,86.0,14.4,1000.8,14,0,28.8
2024-09-02 15:00:00,30.2,74.0,14.9,996.9,30.1,76.0,12.5,998.6,29.0,81.0,11.5,1000.0,28.4,81.0,11.5,1000.9,28.1,82.0,11.7,1001.5,27.8,83.0,15.4,1001.3,15,0,27.7
2024-09-02 16:00:00,28.8,83.0,9.0,996.4,30.2,74.0,14.9,996.9,30.1,76.0,12.5,998.6,29.0,81.0,11.5,1000.0,28.4,81.0,11.5,1000.9,28.1,82.0,11.7,1001.5,16,0,27.2
2024-09-02 17:00:00,27.7,84.0,17.6,996.7,28.8,83.0,9.0,996.4,30.2,74.0,14.9,996.9,30.1,76.0,12.5,998.6,29.0,81.0,11.5,1000.0,28.4,81.0,11.5,1000.9,17,0,27.9
2024-09-02 18:00:00,27.2,88.0,12.5,996.5,27.7,84.0,17.6,996.7,28.8,83.0,9.0,996.4,30.2,74.0,14.9,996.9,30.1,76.0,12.5,998.6,29.0,81.0,11.5,1000.0,18,0,27.5
2024-09-02 19:00:00,27.9,86.0,9.6,997.6,27.2,88.0,12.5,996.5,27.7,84.0,17.6,996.7,28.8,83.0,9.0,996.4,30.2,74.0,14.9,996.9,30.1,76.0,12.5,998.6,19,0,27.1
2024-09-02 20:00:00,27.5,88.0,6.9,997.8,27.9,86.0,9.6,997.6,27.2,88.0,12.5,996.5,27.7,84.0,17.6,996.7,28.8,83.0,9.0,996.4,30.2,74.0,14.9,996.9,20,0,26.6
2024-09-02 21:00:00,27.1,89.0,6.1,998.2,27.5,88.0,6.9,997.8,27.9,86.0,9.6,997.6,27.2,88.0,12.5,996.5,27.7,84.0,17.6,996.7,28.8,83.0,9.0,996.4,21,0,25.8
2024-09-02 22:00:00,26.6,92.0,5.8,998.9,27.1,89.0,6.1,998.2,27.5,88.0,6.9,997.8,27.9,86.0,9.6,997.6,27.2,88.0,12.5,996.5,27.7,84.0,17.6,996.7,22,0,25.8
2024-09-02 23:00:00,25.8,96.0,4.7,999.9,26.6,92.0,5.8,998.9,27.1,89.0,6.1,998.2,27.5,88.0,6.9,997.8,27.9,86.0,9.6,997.6,27.2,88.0,12.5,996.5,23,0,25.3
2024-09-03 00:00:00,25.8,96.0,8.8,999.2,25.8,96.0,4.7,999.9,26.6,92.0,5.8,998.9,27.1,89.0,6.1,998.2,27.5,88.0,6.9,997.8,27.9,86.0,9.6,997.6,0,1,25.0
2024-09-03 01:00:00,25.3,96.0,8.2,999.2,25.8,96.0,8.8,999.2,25.8,96.0,4.7,999.9,26.6,92.0,5.8,998.9,27.1,89.0,6.1,998.2,27.5,88.0,6.9,997.8,1,1,25.0
2024-09-03 02:00:00,25.0,97.0,7.9,998.6,25.3,96.0,8.2,999.2,25.8,96.0,8.8,999.2,25.8,96.0,4.7,999.9,26.6,92.0,5.8,998.9,27.1,89.0,6.1,998.2,2,1,25.0
2024-09-03 03:00:00,25.0,97.0,10.1,997.9,25.0,97.0,7.9,998.6,25.3,96.0,8.2,999.2,25.8,96.0,8.8,999.2,25.8,96.0,4.7,999.9,26.6,92.0,5.8,998.9,3,1,25.0
2024-09-03 04:00:00,25.0,97.0,8.4,997.9,25.0,97.0,10.1,997.9,25.0,97.0,7.9,998.6,25.3,96.0,8.2,999.2,25.8,96.0,8.8,999.2,25.8,96.0,4.7,999.9,4,1,24.9
2024-09-03 05:00:00,25.0,97.0,12.2,997.6,25.0,97.0,8.4,997.9,25.0,97.0,10.1,997.9,25.0,97.0,7.9,998.6,25.3,96.0,8.2,999.2,25.8,96.0,8.8,999.2,5,1,25.1
2024-09-03 06:00:00,24.9,97.0,10.7,998.0,25.0,97.0,12.2,997.6,25.0,97.0,8.4,997.9,25.0,97.0,10.1,997.9,25.0,97.0,7.9,998.6,25.3,96.0,8.2,999.2,6,1,25.2
2024-09-03 07:00:00,25.1,98.0,5.0,998.7,24.9,97.0,10.7,998.0,25.0,97.0,12.2,997.6,25.0,97.0,8.4,997.9,25.0,97.0,10.1,997.9,25.0,97.0,7.9,998.6,7,1,25.6
2024-09-03 08:00:00,25.2,98.0,4.0,999.1,25.1,98.0,5.0,998.7,24.9,97.0,10.7,998.0,25.0,97.0,12.2,997.6,25.0,97.0,8.4,997.9,25.0,97.0,10.1,997.9,8,1,25.6
2024-09-03 09:00:00,25.6,96.0,0.8,999.8,25.2,98.0,4.0,999.1,25.1,98.0,5.0,998.7,24.9,97.0,10.7,998.0,25.0,97.0,12.2,997.6,25.0,97.0,8.4,997.9,9,1,25.9
2024-09-03 10:00:00,25.6,96.0,4.1,1000.2,25.6,96.0,0.8,999.8,25.2,98.0,4.0,999.1,25.1,98.0,5.0,998.7,24.9,97.0,10.7,998.0,25.0,97.0,12.2,997.6,10,1,26.5
2024-09-03 11:00:00,25.9,96.0,6.0,1000.8,25.6,96.0,4.1,1000.2,25.6,96.0,0.8,999.8,25.2,98.0,4.0,999.1,25.1,98.0,5.0,998.7,24.9,97.0,10.7,998.0,11,1,27.9
2024-09-03 12:00:00,26.5,93.0,7.8,1000.3,25.9,96.0,6.0,1000.8,25.6,96.0,4.1,1000.2,25.6,96.0,0.8,999.8,25.2,98.0,4.0,999.1,25.1,98.0,5.0,998.7,12,1,28.1
2024-09-03 13:00:00,27.9,83.0,5.2,999.7,26.5,93.0,7.8,1000.3,25.9,96.0,6.0,1000.8,25.6,96.0,4.1,1000.2,25.6,96.0,0.8,999.8,25.2,98.0,4.0,999.1,13,1,29.2
2024-09-03 14:00:00,28.1,83.0,5.6,998.6,27.9,83.0,5.2,999.7,26.5,93.0,7.8,1000.3,25.9,96.0,6.0,1000.8,25.6,96.0,4.1,1000.2,25.6,96.0,0.8,999.8,14,1,28.8
2024-09-03 15:00:00,29.2,80.0,4.7,997.9,28.1,83.0,5.6,998.6,27.9,83.0,5.2,999.7,26.5,93.0,7.8,1000.3,25.9,96.0,6.0,1000.8,25.6,96.0,4.1,1000.2,15,1,27.6
2024-09-03 16:00:00,28.8,83.0,6.0,997.3,29.2,80.0,4.7,997.9,28.1,83.0,5.6,998.6,27.9,83.0,5.2,999.7,26.5,93.0,7.8,1000.3,25.9,96.0,6.0,1000.8,16,1,27.2
2024-09-03 17:00:00,27.6,87.0,8.6,997.5,28.8,83.0,6.0,997.3,29.2,80.0,4.7,997.9,28.1,83.0,5.6,998.6,27.9,83.0,5.2,999.7,26.5,93.0,7.8,1000.3,17,1,27.0
2024-09-03 18:00:00,27.2,88.0,8.3,997.8,27.6,87.0,8.6,997.5,28.8,83.0,6.0,997.3,29.2,80.0,4.7,997.9,28.1,83.0,5.6,998.6,27.9,83.0,5.2,999.7,18,1,26.0
2024-09-03 19:00:00,27.0,87.0,3.4,998.8,27.2,88.0,8.3,997.8,27.6,87.0,8.6,997.5,28.8,83.0,6.0,997.3,29.2,80.0,4.7,997.9,28.1,83.0,5.6,998.6,19,1,25.6
2024-09-03 20:00:00,26.0,92.0,4.3,999.5,27.0,87.0,3.4,998.8,27.2,88.0,8.3,997.8,27.6,87.0,8.6,997.5,28.8,83.0,6.0,997.3,29.2,80.0,4.7,997.9,20,1,25.4
2024-09-03 21:00:00,25.6,94.0,4.5,1000.1,26.0,92.0,4.3,999.5,27.0,87.0,3.4,998.8,27.2,88.0,8.3,997.8,27.6,87.0,8.6,997.5,28.8,83.0,6.0,997.3,21,1,25.5
2024-09-03 22:00:00,25.4,95.0,4.5,1001.0,25.6,94.0,4.5,1000.1,26.0,92.0,4.3,999.5,27.0,87.0,3.4,998.8,27.2,88.0,8.3,997.8,27.6,87.0,8.6,997.5,22,1,25.4
2024-09-03 23:00:00,25.5,93.0,3.6,1001.4,25.4,95.0,4.5,1001.0,25.6,94.0,4.5,1000.1,26.0,92.0,4.3,999.5,27.0,87.0,3.4,998.8,27.2,88.0,8.3,997.8,23,1,25.4
2024-09-04 00:00:00,25.4,94.0,5.2,1001.0,25.5,93.0,3.6,1001.4,25.4,95.0,4.5,1001.0,25.6,94.0,4.5,1000.1,26.0,92.0,4.3,999.5,27.0,87.0,3.4,998.8,0,2,24.9
2024-09-04 01:00:00,25.4,93.0,7.6,1000.6,25.4,94.0,5.2,1001.0,25.5,93.0,3.6,1001.4,25.4,95.0,4.5,1001.0,25.6,94.0,4.5,1000.1,26.0,92.0,4.3,999.5,1,2,24.7
2024-09-04 02:00:00,24.9,96.0,8.7,1000.2,25.4,93.0,7.6,1000.6,25.4,94.0,5.2,1001.0,25.5,93.0,3.6,1001.4,25.4,95.0,4.5,1001.0,25.6,94.0,4.5,1000.1,2,2,24.5
2024-09-04 03:00:00,24.7,96.0,9.7,1000.0,24.9,96.0,8.7,1000.2,25.4,93.0,7.6,1000.6,25.4,94.0,5.2,1001.0,25.5,93.0,3.6,1001.4,25.4,95.0,4.5,1001.0,3,2,24.0
2024-09-04 04:00:00,24.5,97.0,9.8,999.7,24.7,96.0,9.7,1000.0,24.9,96.0,8.7,1000.2,25.4,93.0,7.6,1000.6,25.4,94.0,5.2,1001.0,25.5,93.0,3.6,1001.4,4,2,24.0
2024-09-04 05:00:00,24.0,98.0,8.0,999.9,24.5,97.0,9.8,999.7,24.7,96.0,9.7,1000.0,24.9,96.0,8.7,1000.2,25.4,93.0,7.6,1000.6,25.4,94.0,5.2,1001.0,5,2,24.4
2024-09-04 06:00:00,24.0,98.0,8.4,999.9,24.0,98.0,8.0,999.9,24.5,97.0,9.8,999.7,24.7,96.0,9.7,1000.0,24.9,96.0,8.7,1000.2,25.4,93.0,7.6,1000.6,6,2,24.9
2024-09-04 07:00:00,24.4,96.0,9.6,1000.3,24.0,98.0,8.4,999.9,24.0,98.0,8.0,999.9,24.5,97.0,9.8,999.7,24.7,96.0,9.7,1000.0,24.9,96.0,8.7,1000.2,7,2,26.0
2024-09-04 08:00:00,24.9,93.0,13.4,1000.7,24.4,96.0,9.6,1000.3,24.0,98.0,8.4,999.9,24.0,98.0,8.0,999.9,24.5,97.0,9.8,999.7,24.7,96.0,9.7,1000.0,8,2,27.0
2024-09-04 09:00:00,26.0,88.0,14.9,1001.0,24.9,93.0,13.4,1000.7,24.4,96.0,9.6,1000.3,24.0,98.0,8.4,999.9,24.0,98.0,8.0,999.9,24.5,97.0,9.8,999.7,9,2,27.9
2024-09-04 10:00:00,27.0,87.0,15.4,1001.2,26.0,88.0,14.9,1001.0,24.9,93.0,13.4,1000.7,24.4,96.0,9.6,1000.3,24.0,98.0,8.4,999.9,24.0,98.0,8.0,999.9,10,2,29.0
2024-09-04 11:00:00,27.9,83.0,14.3,1001.3,27.0,87.0,15.4,1001.2,26.0,88.0,14.9,1001.0,24.9,93.0,13.4,1000.7,24.4,96.0,9.6,1000.3,24.0,98.0,8.4,999.9,11,2,29.4
2024-09-04 12:00:00,29.0,77.0,15.5,1000.9,27.9,83.0,14.3,1001.3,27.0,87.0,15.4,1001.2,26.0,88.0,14.9,1001.0,24.9,93.0,13.4,1000.7,24.4,96.0,9.6,1000.3,12,2,28.2
2024-09-04 13:00:00,29.4,72.0,16.9,1000.3,29.0,77.0,15.5,1000.9,27.9,83.0,14.3,1001.3,27.0,87.0,15.4,1001.2,26.0,88.0,14.9,1001.0,24.9,93.0,13.4,1000.7,13,2,27.9
2024-09-04 14:00:00,28.2,75.0,19.0,999.5,29.4,72.0,16.9,1000.3,29.0,77.0,15.5,1000.9,27.9,83.0,14.3,1001.3,27.0,87.0,15.4,1001.2,26.0,88.0,14.9,1001.0,14,2,29.0
2024-09-04 15:00:00,27.9,82.0,15.5,998.4,28.2,75.0,19.0,999.5,29.4,72.0,16.9,1000.3,29.0,77.0,15.5,1000.9,27.9,83.0,14.3,1001.3,27.0,87.0,15.4,1001.2,15,2,28.0
2024-09-04 16:00:00,29.0,78.0,16.2,997.0,27.9,82.0,15.5,998.4,28.2,75.0,19.0,999.5,29.4,72.0,16.9,1000.3,29.0,77.0,15.5,1000.9,27.9,83.0,14.3,1001.3,16,2,28.1
2024-09-04 17:00:00,28.0,78.0,16.2,997.2,29.0,78.0,16.2,997.0,27.9,82.0,15.5,998.4,28.2,75.0,19.0,999.5,29.4,72.0,16.9,1000.3,29.0,77.0,15.5,1000.9,17,2,28.0
2024-09-04 18:00:00,28.1,78.0,14.2,997.2,28.0,78.0,16.2,997.2,29.0,78.0,16.2,997.0,27.9,82.0,15.5,998.4,28.2,75.0,19.0,999.5,29.4,72.0,16.9,1000.3,18,2,26.8
2024-09-04 19:00:00,28.0,78.0,7.9,997.7,28.1,78.0,14.2,997.2,28.0,78.0,16.2,997.2,29.0,78.0,16.2,997.0,27.9,82.0,15.5,998.4,28.2,75.0,19.0,999.5,19,2,26.2
2024-09-04 20:00:00,26.8,82.0,6.8,998.1,28.0,78.0,7.9,997.7,28.1,78.0,14.2,997.2,28.0,78.0,16.2,997.2,29.0,78.0,16.2,997.0,27.9,82.0,15.5,998.4,20,2,25.8
2024-09-04 21:00:00,26.2,84.0,7.6,998.6,26.8,82.0,6.8,998.1,28.0,78.0,7.9,997.7,28.1,78.0,14.2,997.2,28.0,78.0,16.2,997.2,29.0,78.0,16.2,997.0,21,2,25.4
2024-09-04 22:00:00,25.8,86.0,6.4,999.3,26.2,84.0,7.6,998.6,26.8,82.0,6.8,998.1,28.0,78.0,7.9,997.7,28.1,78.0,14.2,997.2,28.0,78.0,16.2,997.2,22,2,25.5
2024-09-04 23:00:00,25.4,88.0,6.6,999.8,25.8,86.0,6.4,999.3,26.2,84.0,7.6,998.6,26.8,82.0,6.8,998.1,28.0,78.0,7.9,997.7,28.1,78.0,14.2,997.2,23,2,25.5
2024-09-05 00:00:00,25.5,87.0,9.0,999.4,25.4,88.0,6.6,999.8,25.8,86.0,6.4,999.3,26.2,84.0,7.6,998.6,26.8,82.0,6.8,998.1,28.0,78.0,7.9,997.7,0,3,25.4
2024-09-05 01:00:00,25.5,87.0,10.7,998.4,25.5,87.0,9.0,999.4,25.4,88.0,6.6,999.8,25.8,86.0,6.4,999.3,26.2,84.0,7.6,998.6,26.8,82.0,6.8,998.1,1,3,25.4
2024-09-05 02:00:00,25.4,88.0,8.0,997.9,25.5,87.0,10.7,998.4,25.5,87.0,9.0,999.4,25.4,88.0,6.6,999.8,25.8,86.0,6.4,999.3,26.2,84.0,7.6,998.6,2,3,25.4
2024-09-05 03:00:00,25.4,90.0,8.9,997.6,25.4,88.0,8.0,997.9,25.5,87.0,10.7,998.4,25.5,87.0,9.0,999.4,25.4,88.0,6.6,999.8,25.8,86.0,6.4,999.3,3,3,25.0
2024-09-05 04:00:00,25.4,91.0,11.6,997.4,25.4,90.0,8.9,997.6,25.4,88.0,8.0,997.9,25.5,87.0,10.7,998.4,25.5,87.0,9.0,999.4,25.4,88.0,6.6,999.8,4,3,24.8
2024-09-05 05:00:00,25.0,93.0,12.1,997.2,25.4,91.0,11.6,997.4,25.4,90.0,8.9,997.6,25.4,88.0,8.0,997.9,25.5,87.0,10.7,998.4,25.5,87.0,9.0,999.4,5,3,25.0
2024-09-05 06:00:00,24.8,94.0,12.0,997.7,25.0,93.0,12.1,997.2,25.4,91.0,11.6,997.4,25.4,90.0,8.9,997.6,25.4,88.0,8.0,997.9,25.5,87.0,10.7,998.4,6,3,25.4
2024-09-05 07:00:00,25.0,94.0,11.3,997.9,24.8,94.0,12.0,997.7,25.0,93.0,12.1,997.2,25.4,91.0,11.6,997.4,25.4,90.0,8.9,997.6,25.4,88.0,8.0,997.9,7,3,25.4
2024-09-05 08:00:00,25.4,93.0,13.0,998.6,25.0,94.0,11.3,997.9,24.8,94.0,12.0,997.7,25.0,93.0,12.1,997.2,25.4,91.0,11.6,997.4,25.4,90.0,8.9,997.6,8,3,26.0
2024-09-05 09:00:00,25.4,93.0,14.3,999.1,25.4,93.0,13.0,998.6,25.0,94.0,11.3,997.9,24.8,94.0,12.0,997.7,25.0,93.0,12.1,997.2,25.4,91.0,11.6,997.4,9,3,27.6
2024-09-05 10:00:00,26.0,90.0,14.3,999.5,25.4,93.0,14.3,999.1,25.4,93.0,13.0,998.6,25.0,94.0,11.3,997.9,24.8,94.0,12.0,997.7,25.0,93.0,12.1,997.2,10,3,28.5
2024-09-05 11:00:00,27.6,85.0,13.9,999.6,26.0,90.0,14.3,999.5,25.4,93.0,14.3,999.1,25.4,93.0,13.0,998.6,25.0,94.0,11.3,997.9,24.8,94.0,12.0,997.7,11,3,28.8
2024-09-05 12:00:00,28.5,79.0,15.2,999.0,27.6,85.0,13.9,999.6,26.0,90.0,14.3,999.5,25.4,93.0,14.3,999.1,25.4,93.0,13.0,998.6,25.0,94.0,11.3,997.9,12,3,30.2
2024-09-05 13:00:00,28.8,77.0,14.1,998.1,28.5,79.0,15.2,999.0,27.6,85.0,13.9,999.6,26.0,90.0,14.3,999.5,25.4,93.0,14.3,999.1,25.4,93.0,13.0,998.6,13,3,27.5
2024-09-05 14:00:00,30.2,72.0,14.8,996.8,28.8,77.0,14.1,998.1,28.5,79.0,15.2,999.0,27.6,85.0,13.9,999.6,26.0,90.0,14.3,999.5,25.4,93.0,14.3,999.1,14,3,28.2
2024-09-05 15:00:00,27.5,85.0,12.5,996.2,30.2,72.0,14.8,996.8,28.8,77.0,14.1,998.1,28.5,79.0,15.2,999.0,27.6,85.0,13.9,999.6,26.0,90.0,14.3,999.5,15,3,28.1
2024-09-05 16:00:00,28.2,82.0,14.6,995.4,27.5,85.0,12.5,996.2,30.2,72.0,14.8,996.8,28.8,77.0,14.1,998.1,28.5,79.0,15.2,999.0,27.6,85.0,13.9,999.6,16,3,27.2
2024-09-05 17:00:00,28.1,81.0,14.1,995.2,28.2,82.0,14.6,995.4,27.5,85.0,12.5,996.2,30.2,72.0,14.8,996.8,28.8,77.0,14.1,998.1,28.5,79.0,15.2,999.0,17,3,26.5
2024-09-05 18:00:00,27.2,85.0,14.0,995.4,28.1,81.0,14.1,995.2,28.2,82.0,14.6,995.4,27.5,85.0,12.5,996.2,30.2,72.0,14.8,996.8,28.8,77.0,14.1,998.1,18,3,25.6
2024-09-05 19:00:00,26.5,89.0,10.2,996.7,27.2,85.0,14.0,995.4,28.1,81.0,14.1,995.2,28.2,82.0,14.6,995.4,27.5,85.0,12.5,996.2,30.2,72.0,14.8,996.8,19,3,25.3
2024-09-05 20:00:00,25.6,93.0,10.7,997.1,26.5,89.0,10.2,996.7,27.2,85.0,14.0,995.4,28.1,81.0,14.1,995.2,28.2,82.0,14.6,995.4,27.5,85.0,12.5,996.2,20,3,25.2
2024-09-05 21:00:00,25.3,96.0,11.0,997.6,25.6,93.0,10.7,997.1,26.5,89.0,10.2,996.7,27.2,85.0,14.0,995.4,28.1,81.0,14.1,995.2,28.2,82.0,14.6,995.4,21,3,25.0
2024-09-05 22:00:00,25.2,97.0,11.1,998.5,25.3,96.0,11.0,997.6,25.6,93.0,10.7,997.1,26.5,89.0,10.2,996.7,27.2,85.0,14.0,995.4,28.1,81.0,14.1,995.2,22,3,24.7
2024-09-05 23:00:00,25.0,96.0,8.8,998.9,25.2,97.0,11.1,998.5,25.3,96.0,11.0,997.6,25.6,93.0,10.7,997.1,26.5,89.0,10.2,996.7,27.2,85.0,14.0,995.4,23,3,24.5
2024-09-06 00:00:00,24.7,97.0,9.1,998.5,25.0,96.0,8.8,998.9,25.2,97.0,11.1,998.5,25.3,96.0,11.0,997.6,25.6,93.0,10.7,997.1,26.5,89.0,10.2,996.7,0,4,24.7
